demo_id,demo_date,demo_year,demo_month,demo_month_name,demo_quarter,day_of_week,hour_of_day,is_weekend,market,region,market_size,vehicle_model,vehicle_id,vehicle_price,customer_segment,drive_duration_mins,utilization_rate,converted,conversion_probability,days_to_purchase,satisfaction_score,revenue_generated,demo_cost
DEMO-007645,2025-05-09,2025,5,May,Q2,Friday,16,0,"Seattle, WA",Northwest,Medium,Model 3,SEA-MOD-02,40240,Fleet/Business Buyer,41,0.62,1,0.3361,9.0,4.5,40240,73.41
DEMO-007646,2024-07-29,2024,7,July,Q3,Monday,13,0,"Phoenix, AZ",Southwest,Medium,Cybertruck,PHO-CYB-02,49890,Cost Conscious,72,0.661,0,0.1145,,5.0,0,52.66
DEMO-007647,2024-02-29,2024,2,February,Q1,Thursday,15,0,"Denver, CO",Mountain,Medium,Model S,DEN-MOD-04,74990,Luxury Buyer,67,0.766,0,0.1563,,3.4,0,48.67
DEMO-007648,2024-04-04,2024,4,April,Q2,Thursday,10,0,"Las Vegas, NV",West,Medium,Cybertruck,LAS-CYB-02,49890,First Time EV,52,0.567,0,0.1202,,4.9,0,65.49
DEMO-007649,2024-01-16,2024,1,January,Q1,Tuesday,13,0,"Atlanta, GA",Southeast,Medium,Model 3,ATL-MOD-05,40240,Cost Conscious,47,0.574,0,0.0647,,3.7,0,55.12
DEMO-007650,2024-07-01,2024,7,July,Q3,Monday,18,0,"Boston, MA",Northeast,Medium,Cybertruck,BOS-CYB-03,49890,Cost Conscious,66,0.48,0,0.1529,,3.7,0,56.98
DEMO-007651,2024-05-23,2024,5,May,Q2,Thursday,14,0,"Phoenix, AZ",Southwest,Medium,Cybertruck,PHO-CYB-02,49890,Cost Conscious,65,0.506,0,0.1459,,3.5,0,67.44
DEMO-007652,2024-05-02,2024,5,May,Q2,Thursday,14,0,"Portland, OR",Northwest,Small,Model S,POR-MOD-03,74990,Luxury Buyer,55,0.864,0,0.2143,,4.6,0,80.96
DEMO-007653,2025-04-06,2025,4,April,Q2,Sunday,9,1,"Atlanta, GA",Southeast,Medium,Cybertruck,ATL-CYB-06,49890,Luxury Buyer,56,0.754,0,0.2317,,4.1,0,64.92
DEMO-007654,2025-01-19,2025,1,January,Q1,Sunday,10,1,"Chicago, IL",Midwest,Large,Model 3,CHI-MOD-08,40240,Fleet/Business Buyer,42,0.821,0,0.1767,,3.3,0,60.98
DEMO-007655,2024-12-18,2024,12,December,Q4,Wednesday,12,0,"San Diego, CA",West,Medium,Model Y,SAN-MOD-02,43990,Luxury Buyer,57,0.493,0,0.229,,3.7,0,76.65
DEMO-007656,2024-09-22,2024,9,September,Q3,Sunday,14,1,"New York, NY",Northeast,Large,Model 3,NEW-MOD-02,40240,Luxury Buyer,55,0.653,0,0.2069,,3.4,0,76.97
DEMO-007657,2025-03-24,2025,3,March,Q1,Monday,13,0,"Portland, OR",Northwest,Small,Model X,POR-MOD-01,79990,Tech Early Adopter,56,0.745,0,0.2358,,3.3,0,75.5
DEMO-007658,2024-08-19,2024,8,August,Q3,Monday,16,0,"Las Vegas, NV",West,Medium,Model Y,LAS-MOD-02,43990,Eco Conscious,37,0.745,1,0.1623,14.0,4.2,43990,74.12
DEMO-007659,2024-10-23,2024,10,October,Q4,Wednesday,13,0,"Miami, FL",Southeast,Large,Model X,MIA-MOD-06,79990,First Time EV,46,0.916,0,0.1009,,3.7,0,47.45
DEMO-007660,2024-10-18,2024,10,October,Q4,Friday,13,0,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-08,43990,Eco Conscious,33,0.548,0,0.3042,,5.0,0,84.27
DEMO-007661,2024-03-14,2024,3,March,Q1,Thursday,9,0,"Austin, TX",South,Medium,Model 3,AUS-MOD-01,40240,Fleet/Business Buyer,43,0.937,0,0.2331,,4.3,0,60.85
DEMO-007662,2025-01-24,2025,1,January,Q1,Friday,15,0,"Austin, TX",South,Medium,Model X,AUS-MOD-06,79990,Eco Conscious,54,0.706,0,0.1513,,3.4,0,45.52
DEMO-007663,2025-08-15,2025,8,August,Q3,Friday,15,0,"Seattle, WA",Northwest,Medium,Model Y,SEA-MOD-02,43990,Fleet/Business Buyer,51,0.791,0,0.3602,,3.8,0,76.01
DEMO-007664,2025-12-07,2025,12,December,Q4,Sunday,12,1,"Portland, OR",Northwest,Small,Model X,POR-MOD-02,79990,Luxury Buyer,61,0.788,1,0.2199,7.0,5.0,79990,50.14
DEMO-007665,2025-12-17,2025,12,December,Q4,Wednesday,12,0,"San Diego, CA",West,Medium,Cybertruck,SAN-CYB-08,49890,Luxury Buyer,78,0.837,0,0.2211,,4.3,0,78.91
DEMO-007666,2025-11-08,2025,11,November,Q4,Saturday,19,1,"Los Angeles, CA",West,Large,Model Y,LOS-MOD-01,43990,Fleet/Business Buyer,44,0.731,0,0.3105,,3.9,0,59.58
DEMO-007667,2025-01-07,2025,1,January,Q1,Tuesday,10,0,"Portland, OR",Northwest,Small,Model S,POR-MOD-05,74990,First Time EV,66,0.635,0,0.1362,,5.0,0,76.54
DEMO-007668,2025-03-02,2025,3,March,Q1,Sunday,9,1,"Phoenix, AZ",Southwest,Medium,Model Y,PHO-MOD-02,43990,Cost Conscious,47,0.497,0,0.132,,4.3,0,50.54
DEMO-007669,2025-03-25,2025,3,March,Q1,Tuesday,12,0,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-02,43990,Eco Conscious,42,0.524,0,0.2233,,3.8,0,81.96
DEMO-007670,2025-03-09,2025,3,March,Q1,Sunday,15,1,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-02,43990,Eco Conscious,51,0.509,1,0.3065,12.0,5.0,43990,69.16
DEMO-007671,2025-12-03,2025,12,December,Q4,Wednesday,10,0,"Dallas, TX",South,Large,Model Y,DAL-MOD-08,43990,Tech Early Adopter,50,0.481,0,0.2659,,4.6,0,69.02
DEMO-007672,2024-09-09,2024,9,September,Q3,Monday,12,0,"Las Vegas, NV",West,Medium,Model S,LAS-MOD-05,74990,Tech Early Adopter,44,0.824,0,0.1328,,4.3,0,55.07
DEMO-007673,2024-07-12,2024,7,July,Q3,Friday,10,0,"Miami, FL",Southeast,Large,Model S,MIA-MOD-07,74990,Fleet/Business Buyer,63,0.612,0,0.1388,,3.9,0,50.69
DEMO-007674,2025-06-24,2025,6,June,Q2,Tuesday,12,0,"San Francisco, CA",West,Large,Model 3,SAN-MOD-04,40240,Fleet/Business Buyer,45,0.802,0,0.2718,,4.2,0,56.69
DEMO-007675,2024-06-30,2024,6,June,Q2,Sunday,12,1,"San Diego, CA",West,Medium,Model 3,SAN-MOD-02,40240,Luxury Buyer,30,0.906,0,0.23,,3.2,0,62.01
DEMO-007676,2024-06-27,2024,6,June,Q2,Thursday,13,0,"Boston, MA",Northeast,Medium,Cybertruck,BOS-CYB-07,49890,Tech Early Adopter,62,0.845,0,0.3586,,4.9,0,50.98
DEMO-007677,2024-08-02,2024,8,August,Q3,Friday,16,0,"Austin, TX",South,Medium,Model 3,AUS-MOD-07,40240,Fleet/Business Buyer,48,0.932,0,0.257,,3.3,0,64.57
DEMO-007678,2025-06-21,2025,6,June,Q2,Saturday,18,1,"San Diego, CA",West,Medium,Model Y,SAN-MOD-08,43990,Eco Conscious,47,0.765,0,0.3232,,3.7,0,53.28
DEMO-007679,2025-05-15,2025,5,May,Q2,Thursday,15,0,"San Francisco, CA",West,Large,Model S,SAN-MOD-01,74990,Eco Conscious,52,0.677,0,0.2192,,3.6,0,63.8
DEMO-007680,2025-10-02,2025,10,October,Q4,Thursday,10,0,"Phoenix, AZ",Southwest,Medium,Model 3,PHO-MOD-01,40240,Tech Early Adopter,35,0.838,1,0.2047,3.0,3.8,40240,76.29
DEMO-007681,2025-12-30,2025,12,December,Q4,Tuesday,19,0,"Portland, OR",Northwest,Small,Model Y,POR-MOD-03,43990,Luxury Buyer,48,0.834,0,0.247,,4.0,0,73.92
DEMO-007682,2025-07-14,2025,7,July,Q3,Monday,16,0,"Atlanta, GA",Southeast,Medium,Model 3,ATL-MOD-05,40240,Tech Early Adopter,57,0.658,0,0.1936,,3.9,0,64.54
DEMO-007683,2024-09-07,2024,9,September,Q3,Saturday,14,1,"Chicago, IL",Midwest,Large,Model 3,CHI-MOD-08,40240,Cost Conscious,34,0.71,0,0.1019,,4.7,0,83.16
DEMO-007684,2024-07-19,2024,7,July,Q3,Friday,14,0,"Atlanta, GA",Southeast,Medium,Model S,ATL-MOD-07,74990,Cost Conscious,43,0.634,0,0.0799,,4.8,0,79.33
DEMO-007685,2024-05-18,2024,5,May,Q2,Saturday,12,1,"San Diego, CA",West,Medium,Model S,SAN-MOD-05,74990,Cost Conscious,56,0.654,0,0.1224,,4.9,0,51.54
DEMO-007686,2024-03-30,2024,3,March,Q1,Saturday,13,1,"Denver, CO",Mountain,Medium,Model S,DEN-MOD-08,74990,First Time EV,64,0.584,1,0.1528,16.0,5.0,74990,72.99
DEMO-007687,2024-07-07,2024,7,July,Q3,Sunday,18,1,"San Francisco, CA",West,Large,Model S,SAN-MOD-04,74990,Tech Early Adopter,57,0.911,0,0.2782,,3.5,0,47.45
DEMO-007688,2025-11-05,2025,11,November,Q4,Wednesday,13,0,"New York, NY",Northeast,Large,Model X,NEW-MOD-08,79990,Cost Conscious,58,0.763,0,0.0909,,3.3,0,52.68
DEMO-007689,2025-09-03,2025,9,September,Q3,Wednesday,17,0,"San Francisco, CA",West,Large,Model 3,SAN-MOD-02,40240,Luxury Buyer,44,0.59,0,0.2364,,4.1,0,58.68
DEMO-007690,2025-06-08,2025,6,June,Q2,Sunday,12,1,"Phoenix, AZ",Southwest,Medium,Cybertruck,PHO-CYB-04,49890,Tech Early Adopter,62,0.873,0,0.2933,,3.5,0,80.37
DEMO-007691,2025-05-08,2025,5,May,Q2,Thursday,19,0,"San Diego, CA",West,Medium,Model 3,SAN-MOD-01,40240,Tech Early Adopter,42,0.671,0,0.2949,,3.8,0,74.23
DEMO-007692,2025-10-20,2025,10,October,Q4,Monday,17,0,"Los Angeles, CA",West,Large,Model 3,LOS-MOD-07,40240,First Time EV,49,0.584,0,0.1494,,4.2,0,65.89
DEMO-007693,2024-08-29,2024,8,August,Q3,Thursday,11,0,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-07,43990,Eco Conscious,42,0.657,0,0.3121,,4.3,0,49.4
DEMO-007694,2024-04-18,2024,4,April,Q2,Thursday,14,0,"Seattle, WA",Northwest,Medium,Cybertruck,SEA-CYB-07,49890,Eco Conscious,56,0.871,0,0.3636,,3.4,0,48.46
DEMO-007695,2024-03-21,2024,3,March,Q1,Thursday,10,0,"Portland, OR",Northwest,Small,Cybertruck,POR-CYB-07,49890,Luxury Buyer,56,0.844,0,0.3002,,3.8,0,53.04
DEMO-007696,2024-08-12,2024,8,August,Q3,Monday,15,0,"New York, NY",Northeast,Large,Model X,NEW-MOD-05,79990,First Time EV,76,0.688,0,0.1374,,3.8,0,83.32
DEMO-007697,2024-09-22,2024,9,September,Q3,Sunday,11,1,"Seattle, WA",Northwest,Medium,Model S,SEA-MOD-02,74990,First Time EV,59,0.89,0,0.2093,,4.2,0,58.36
DEMO-007698,2025-04-23,2025,4,April,Q2,Wednesday,19,0,"Miami, FL",Southeast,Large,Model 3,MIA-MOD-05,40240,Luxury Buyer,47,0.723,1,0.1349,14.0,4.2,40240,70.02
DEMO-007699,2025-02-17,2025,2,February,Q1,Monday,13,0,"Seattle, WA",Northwest,Medium,Model S,SEA-MOD-07,74990,Eco Conscious,49,0.592,1,0.1816,2.0,3.9,74990,53.47
DEMO-007700,2024-07-12,2024,7,July,Q3,Friday,19,0,"Phoenix, AZ",Southwest,Medium,Model 3,PHO-MOD-02,40240,Tech Early Adopter,41,0.932,0,0.1976,,4.6,0,49.87
DEMO-007701,2024-02-05,2024,2,February,Q1,Monday,16,0,"San Diego, CA",West,Medium,Model 3,SAN-MOD-02,40240,Cost Conscious,37,0.727,0,0.0915,,4.0,0,49.78
DEMO-007702,2024-04-11,2024,4,April,Q2,Thursday,15,0,"Austin, TX",South,Medium,Model Y,AUS-MOD-08,43990,Cost Conscious,51,0.796,0,0.1664,,3.7,0,46.84
DEMO-007703,2024-11-01,2024,11,November,Q4,Friday,19,0,"Boston, MA",Northeast,Medium,Model X,BOS-MOD-06,79990,First Time EV,56,0.468,1,0.1,4.0,5.0,79990,48.98
DEMO-007704,2025-07-09,2025,7,July,Q3,Wednesday,18,0,"Portland, OR",Northwest,Small,Model Y,POR-MOD-08,43990,Cost Conscious,43,0.928,1,0.1774,12.0,5.0,43990,70.69
DEMO-007705,2025-10-04,2025,10,October,Q4,Saturday,16,1,"Phoenix, AZ",Southwest,Medium,Cybertruck,PHO-CYB-03,49890,Fleet/Business Buyer,69,0.92,0,0.2446,,4.4,0,61.56
DEMO-007706,2025-07-01,2025,7,July,Q3,Tuesday,13,0,"San Diego, CA",West,Medium,Cybertruck,SAN-CYB-03,49890,Eco Conscious,70,0.482,1,0.3182,4.0,4.8,49890,53.82
DEMO-007707,2025-06-01,2025,6,June,Q2,Sunday,10,1,"Dallas, TX",South,Large,Model 3,DAL-MOD-07,40240,Tech Early Adopter,39,0.574,0,0.3164,,4.9,0,57.56
DEMO-007708,2025-04-30,2025,4,April,Q2,Wednesday,12,0,"Dallas, TX",South,Large,Cybertruck,DAL-CYB-06,49890,Eco Conscious,49,0.895,0,0.2708,,4.8,0,66.58
DEMO-007709,2025-08-21,2025,8,August,Q3,Thursday,13,0,"Chicago, IL",Midwest,Large,Model S,CHI-MOD-07,74990,Cost Conscious,60,0.663,0,0.071,,3.7,0,67.84
DEMO-007710,2024-06-08,2024,6,June,Q2,Saturday,18,1,"Chicago, IL",Midwest,Large,Model S,CHI-MOD-08,74990,Eco Conscious,68,0.937,1,0.158,5.0,4.4,74990,83.15
DEMO-007711,2025-03-10,2025,3,March,Q1,Monday,17,0,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-03,43990,First Time EV,63,0.879,0,0.1747,,4.6,0,50.67
DEMO-007712,2025-07-18,2025,7,July,Q3,Friday,16,0,"San Diego, CA",West,Medium,Model Y,SAN-MOD-01,43990,Cost Conscious,53,0.525,0,0.1313,,4.1,0,59.77
DEMO-007713,2024-01-06,2024,1,January,Q1,Saturday,18,1,"Chicago, IL",Midwest,Large,Model X,CHI-MOD-01,79990,Cost Conscious,51,0.542,0,0.0681,,3.3,0,64.27
DEMO-007714,2024-11-19,2024,11,November,Q4,Tuesday,17,0,"Las Vegas, NV",West,Medium,Model 3,LAS-MOD-03,40240,Eco Conscious,44,0.553,0,0.1365,,3.7,0,62.85
DEMO-007715,2024-10-02,2024,10,October,Q4,Wednesday,19,0,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-05,43990,Tech Early Adopter,41,0.544,0,0.3299,,4.0,0,82.88
DEMO-007716,2025-01-30,2025,1,January,Q1,Thursday,14,0,"Chicago, IL",Midwest,Large,Model X,CHI-MOD-07,79990,Tech Early Adopter,65,0.736,0,0.1324,,4.1,0,84.16
DEMO-007717,2024-05-08,2024,5,May,Q2,Wednesday,16,0,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-03,43990,Cost Conscious,39,0.611,0,0.1521,,4.7,0,83.29
DEMO-007718,2024-01-20,2024,1,January,Q1,Saturday,13,1,"Atlanta, GA",Southeast,Medium,Model Y,ATL-MOD-08,43990,First Time EV,47,0.796,0,0.1145,,3.2,0,47.0
DEMO-007719,2024-06-17,2024,6,June,Q2,Monday,12,0,"Las Vegas, NV",West,Medium,Model Y,LAS-MOD-07,43990,Tech Early Adopter,41,0.872,0,0.2212,,4.0,0,61.81
DEMO-007720,2025-02-18,2025,2,February,Q1,Tuesday,12,0,"Portland, OR",Northwest,Small,Cybertruck,POR-CYB-03,49890,Fleet/Business Buyer,66,0.683,1,0.3202,1.0,4.9,49890,62.01
DEMO-007721,2024-07-19,2024,7,July,Q3,Friday,10,0,"Dallas, TX",South,Large,Model Y,DAL-MOD-06,43990,Tech Early Adopter,53,0.716,0,0.2948,,4.0,0,46.91
DEMO-007722,2024-12-26,2024,12,December,Q4,Thursday,14,0,"Chicago, IL",Midwest,Large,Model Y,CHI-MOD-02,43990,Luxury Buyer,43,0.522,0,0.171,,4.1,0,59.46
DEMO-007723,2024-09-27,2024,9,September,Q3,Friday,14,0,"Miami, FL",Southeast,Large,Model 3,MIA-MOD-07,40240,Luxury Buyer,19,0.945,0,0.1604,,4.8,0,49.56
DEMO-007724,2024-08-23,2024,8,August,Q3,Friday,12,0,"Dallas, TX",South,Large,Model Y,DAL-MOD-02,43990,Eco Conscious,56,0.651,0,0.2295,,5.0,0,52.39
DEMO-007725,2025-06-08,2025,6,June,Q2,Sunday,17,1,"Miami, FL",Southeast,Large,Model S,MIA-MOD-07,74990,Tech Early Adopter,58,0.749,0,0.1768,,4.1,0,72.02
DEMO-007726,2025-04-12,2025,4,April,Q2,Saturday,16,1,"Portland, OR",Northwest,Small,Model Y,POR-MOD-02,43990,Fleet/Business Buyer,60,0.451,1,0.376,8.0,4.4,43990,59.27
DEMO-007727,2025-09-21,2025,9,September,Q3,Sunday,12,1,"Dallas, TX",South,Large,Cybertruck,DAL-CYB-01,49890,Cost Conscious,68,0.908,1,0.1599,12.0,5.0,49890,48.42
DEMO-007728,2025-06-28,2025,6,June,Q2,Saturday,16,1,"Los Angeles, CA",West,Large,Model X,LOS-MOD-02,79990,Tech Early Adopter,58,0.911,1,0.2394,11.0,4.7,79990,69.78
DEMO-007729,2024-02-21,2024,2,February,Q1,Wednesday,10,0,"Chicago, IL",Midwest,Large,Model 3,CHI-MOD-01,40240,First Time EV,43,0.65,0,0.1107,,4.4,0,58.4
DEMO-007730,2024-05-07,2024,5,May,Q2,Tuesday,15,0,"Portland, OR",Northwest,Small,Model S,POR-MOD-02,74990,Tech Early Adopter,57,0.932,0,0.2936,,4.2,0,51.27
DEMO-007731,2024-10-30,2024,10,October,Q4,Wednesday,13,0,"Austin, TX",South,Medium,Model Y,AUS-MOD-02,43990,Tech Early Adopter,42,0.609,0,0.288,,3.8,0,70.31
DEMO-007732,2025-08-16,2025,8,August,Q3,Saturday,19,1,"Seattle, WA",Northwest,Medium,Cybertruck,SEA-CYB-02,49890,Eco Conscious,63,0.494,0,0.4223,,4.9,0,81.77
DEMO-007733,2024-02-01,2024,2,February,Q1,Thursday,11,0,"Atlanta, GA",Southeast,Medium,Cybertruck,ATL-CYB-07,49890,First Time EV,63,0.852,0,0.1345,,3.3,0,80.34
DEMO-007734,2025-12-13,2025,12,December,Q4,Saturday,14,1,"San Francisco, CA",West,Large,Cybertruck,SAN-CYB-08,49890,Cost Conscious,66,0.84,0,0.1844,,3.5,0,64.61
DEMO-007735,2024-01-09,2024,1,January,Q1,Tuesday,12,0,"Atlanta, GA",Southeast,Medium,Model 3,ATL-MOD-03,40240,Cost Conscious,47,0.699,0,0.0637,,3.9,0,69.44
DEMO-007736,2024-08-27,2024,8,August,Q3,Tuesday,11,0,"San Francisco, CA",West,Large,Model Y,SAN-MOD-01,43990,Eco Conscious,54,0.467,1,0.2975,3.0,3.7,43990,68.98
DEMO-007737,2024-08-19,2024,8,August,Q3,Monday,15,0,"Boston, MA",Northeast,Medium,Model X,BOS-MOD-05,79990,First Time EV,45,0.902,1,0.1246,3.0,5.0,79990,53.67
DEMO-007738,2024-07-26,2024,7,July,Q3,Friday,9,0,"Austin, TX",South,Medium,Model Y,AUS-MOD-05,43990,Eco Conscious,55,0.919,1,0.2868,24.0,3.9,43990,84.5
DEMO-007739,2024-08-04,2024,8,August,Q3,Sunday,18,1,"San Francisco, CA",West,Large,Model Y,SAN-MOD-08,43990,Cost Conscious,36,0.575,0,0.2002,,3.6,0,77.15
DEMO-007740,2024-06-08,2024,6,June,Q2,Saturday,17,1,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-03,43990,Eco Conscious,37,0.944,0,0.337,,4.3,0,52.62
DEMO-007741,2024-12-08,2024,12,December,Q4,Sunday,12,1,"New York, NY",Northeast,Large,Model 3,NEW-MOD-03,40240,Eco Conscious,41,0.668,0,0.2159,,3.5,0,76.04
DEMO-007742,2025-03-02,2025,3,March,Q1,Sunday,19,1,"New York, NY",Northeast,Large,Model 3,NEW-MOD-07,40240,Luxury Buyer,36,0.86,0,0.1901,,4.7,0,62.34
DEMO-007743,2025-11-28,2025,11,November,Q4,Friday,11,0,"San Diego, CA",West,Medium,Model Y,SAN-MOD-03,43990,Cost Conscious,47,0.679,0,0.1406,,4.0,0,79.91
DEMO-007744,2025-02-26,2025,2,February,Q1,Wednesday,18,0,"Las Vegas, NV",West,Medium,Model 3,LAS-MOD-07,40240,Luxury Buyer,52,0.946,1,0.1145,37.0,5.0,40240,74.26
DEMO-007745,2025-10-02,2025,10,October,Q4,Thursday,12,0,"San Diego, CA",West,Medium,Model Y,SAN-MOD-02,43990,Tech Early Adopter,52,0.676,0,0.2822,,4.0,0,51.66
DEMO-007746,2025-05-06,2025,5,May,Q2,Tuesday,12,0,"Austin, TX",South,Medium,Model X,AUS-MOD-08,79990,Eco Conscious,58,0.66,0,0.185,,3.2,0,47.26
DEMO-007747,2025-07-04,2025,7,July,Q3,Friday,17,0,"San Diego, CA",West,Medium,Model Y,SAN-MOD-01,43990,Eco Conscious,55,0.832,0,0.3053,,4.3,0,46.55
DEMO-007748,2024-08-05,2024,8,August,Q3,Monday,10,0,"Seattle, WA",Northwest,Medium,Model Y,SEA-MOD-06,43990,Tech Early Adopter,37,0.706,1,0.3784,20.0,4.0,43990,45.04
DEMO-007749,2025-11-06,2025,11,November,Q4,Thursday,15,0,"Phoenix, AZ",Southwest,Medium,Model 3,PHO-MOD-03,40240,First Time EV,46,0.714,0,0.1072,,4.1,0,70.19
DEMO-007750,2025-02-24,2025,2,February,Q1,Monday,9,0,"New York, NY",Northeast,Large,Model Y,NEW-MOD-01,43990,Luxury Buyer,51,0.578,0,0.1603,,4.3,0,75.04
DEMO-007751,2025-11-27,2025,11,November,Q4,Thursday,17,0,"Portland, OR",Northwest,Small,Cybertruck,POR-CYB-07,49890,Fleet/Business Buyer,76,0.685,0,0.3052,,4.7,0,56.92
DEMO-007752,2024-08-02,2024,8,August,Q3,Friday,16,0,"New York, NY",Northeast,Large,Cybertruck,NEW-CYB-01,49890,Cost Conscious,68,0.922,0,0.1525,,4.4,0,46.9
DEMO-007753,2025-12-14,2025,12,December,Q4,Sunday,13,1,"Portland, OR",Northwest,Small,Model 3,POR-MOD-06,40240,Fleet/Business Buyer,57,0.563,0,0.2557,,4.0,0,62.86
DEMO-007754,2024-10-22,2024,10,October,Q4,Tuesday,18,0,"San Diego, CA",West,Medium,Model Y,SAN-MOD-02,43990,Tech Early Adopter,46,0.468,0,0.3272,,3.9,0,80.29
DEMO-007755,2025-09-06,2025,9,September,Q3,Saturday,18,1,"Dallas, TX",South,Large,Model Y,DAL-MOD-06,43990,First Time EV,39,0.887,1,0.2089,16.0,4.2,43990,66.22
DEMO-007756,2025-11-29,2025,11,November,Q4,Saturday,13,1,"New York, NY",Northeast,Large,Model S,NEW-MOD-05,74990,Cost Conscious,49,0.564,0,0.0858,,4.2,0,77.95
DEMO-007757,2025-09-12,2025,9,September,Q3,Friday,17,0,"Atlanta, GA",Southeast,Medium,Model X,ATL-MOD-05,79990,Tech Early Adopter,62,0.756,0,0.1581,,4.5,0,81.21
DEMO-007758,2024-02-15,2024,2,February,Q1,Thursday,17,0,"San Diego, CA",West,Medium,Model S,SAN-MOD-03,74990,Eco Conscious,54,0.891,0,0.1435,,4.8,0,67.89
DEMO-007759,2025-04-04,2025,4,April,Q2,Friday,12,0,"Los Angeles, CA",West,Large,Cybertruck,LOS-CYB-08,49890,Fleet/Business Buyer,70,0.825,0,0.3183,,4.1,0,67.38
DEMO-007760,2024-09-07,2024,9,September,Q3,Saturday,9,1,"Los Angeles, CA",West,Large,Model Y,LOS-MOD-05,43990,Cost Conscious,48,0.5,0,0.1696,,3.2,0,48.92
DEMO-007761,2024-06-08,2024,6,June,Q2,Saturday,10,1,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-03,43990,Eco Conscious,47,0.548,0,0.3704,,4.8,0,61.08
DEMO-007762,2024-09-14,2024,9,September,Q3,Saturday,11,1,"San Francisco, CA",West,Large,Model 3,SAN-MOD-03,40240,Tech Early Adopter,55,0.769,0,0.3436,,3.5,0,72.63
DEMO-007763,2024-12-04,2024,12,December,Q4,Wednesday,11,0,"Austin, TX",South,Medium,Cybertruck,AUS-CYB-03,49890,Luxury Buyer,64,0.931,0,0.2291,,4.0,0,83.5
DEMO-007764,2024-09-25,2024,9,September,Q3,Wednesday,10,0,"Portland, OR",Northwest,Small,Model Y,POR-MOD-08,43990,Cost Conscious,56,0.504,0,0.17,,4.2,0,81.43
DEMO-007765,2024-08-28,2024,8,August,Q3,Wednesday,17,0,"Phoenix, AZ",Southwest,Medium,Cybertruck,PHO-CYB-02,49890,Eco Conscious,63,0.926,0,0.2136,,3.8,0,51.31
DEMO-007766,2025-10-12,2025,10,October,Q4,Sunday,14,1,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-08,43990,First Time EV,63,0.471,0,0.2195,,4.0,0,76.14
DEMO-007767,2025-09-26,2025,9,September,Q3,Friday,9,0,"New York, NY",Northeast,Large,Model Y,NEW-MOD-04,43990,Eco Conscious,44,0.608,0,0.24,,4.6,0,72.04
DEMO-007768,2024-01-26,2024,1,January,Q1,Friday,14,0,"Dallas, TX",South,Large,Model X,DAL-MOD-02,79990,Fleet/Business Buyer,55,0.505,0,0.1241,,4.8,0,45.61
DEMO-007769,2024-10-29,2024,10,October,Q4,Tuesday,15,0,"Phoenix, AZ",Southwest,Medium,Model X,PHO-MOD-02,79990,First Time EV,72,0.768,0,0.1186,,3.7,0,61.38
DEMO-007770,2024-12-18,2024,12,December,Q4,Wednesday,14,0,"Miami, FL",Southeast,Large,Model Y,MIA-MOD-05,43990,First Time EV,46,0.624,0,0.1318,,4.6,0,79.29
DEMO-007771,2024-12-18,2024,12,December,Q4,Wednesday,14,0,"Chicago, IL",Midwest,Large,Model Y,CHI-MOD-06,43990,Eco Conscious,62,0.699,0,0.1643,,4.1,0,48.12
DEMO-007772,2024-11-06,2024,11,November,Q4,Wednesday,17,0,"Portland, OR",Northwest,Small,Model X,POR-MOD-08,79990,First Time EV,67,0.567,0,0.1218,,3.3,0,75.27
DEMO-007773,2025-04-04,2025,4,April,Q2,Friday,17,0,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-05,43990,Eco Conscious,48,0.865,1,0.2744,1.0,4.3,43990,78.47
DEMO-007774,2025-11-18,2025,11,November,Q4,Tuesday,14,0,"Austin, TX",South,Medium,Cybertruck,AUS-CYB-04,49890,Fleet/Business Buyer,50,0.916,1,0.2282,21.0,4.3,49890,61.41
DEMO-007775,2024-06-22,2024,6,June,Q2,Saturday,18,1,"Denver, CO",Mountain,Medium,Model S,DEN-MOD-04,74990,Luxury Buyer,54,0.469,0,0.2343,,4.4,0,46.81
DEMO-007776,2025-08-01,2025,8,August,Q3,Friday,15,0,"Chicago, IL",Midwest,Large,Model Y,CHI-MOD-02,43990,Cost Conscious,50,0.581,0,0.1038,,3.4,0,57.32
DEMO-007777,2025-10-23,2025,10,October,Q4,Thursday,15,0,"Miami, FL",Southeast,Large,Model 3,MIA-MOD-06,40240,Cost Conscious,54,0.75,0,0.1004,,4.6,0,79.12
DEMO-007778,2025-12-11,2025,12,December,Q4,Thursday,10,0,"San Francisco, CA",West,Large,Cybertruck,SAN-CYB-02,49890,Eco Conscious,77,0.651,0,0.291,,3.7,0,79.52
DEMO-007779,2025-08-09,2025,8,August,Q3,Saturday,12,1,"Seattle, WA",Northwest,Medium,Model Y,SEA-MOD-08,43990,First Time EV,44,0.828,1,0.2619,18.0,4.6,43990,74.73
